序号,豆瓣电影,年份,豆瓣打分,豆瓣信息,IMDb电影,IMDb年份,IMDb打分,IMDb信息,烂番茄电影,烂番茄年份,烂番茄新鲜度
1067,[勇往直前 Gegen die Wand](https://movie.douban.com/subject/1309012/),2004.0,8.1,导演: 法提赫·阿金; 类型: 剧情; 地区: 德国/土耳其,[The Passion of the Christ](https://www.imdb.com/title/tt0335345/),2004,7.2,(Banned) | 127 min | Drama,[The Passion of the Christ](https://www.rottentomatoes.com/m/passion_of_the_christ/),2004,49%
1068,[空房间 빈집](https://movie.douban.com/subject/1308833/),2004.0,8.0,导演: 金基德; 类型: 剧情; 地区: 韩国,[Collateral](https://www.imdb.com/title/tt0369339/),2004,7.5,"R | 120 min | Action, Crime, Drama",[Collateral](https://www.rottentomatoes.com/m/collateral/),2004,86%
1069,[撞车 Crash](https://movie.douban.com/subject/1388216/),2004.0,8.6,导演: 保罗·哈吉斯; 类型: 犯罪; 地区: 美国/德国/澳大利亚,[The Aviator](https://www.imdb.com/title/tt0338751/),2004,7.5,"PG-13 | 170 min | Biography, Drama",[The Aviator](https://www.rottentomatoes.com/m/aviator/),2004,86%
1070,[爱情的结果 Le conseguenze dell'amore](https://movie.douban.com/subject/1437260/),2004.0,7.8,导演: 保罗·索伦蒂诺; 类型: 犯罪; 地区: 意大利,[Million Dollar Baby](https://www.imdb.com/title/tt0405159/),2004,8.1,"PG-13 | 132 min | Drama, Sport",[Million Dollar Baby](https://www.rottentomatoes.com/m/million_dollar_baby/),2004,90%
1071,[莫拉德 Moolaadé](https://movie.douban.com/subject/1417866/),2004.0,7.5,导演: 乌斯曼·塞姆班; 类型: 剧情; 地区: 塞内加尔/法国/布基纳法索/喀麦隆/摩洛哥/突尼斯,[Bin-jip](https://www.imdb.com/title/tt0423866/),2004,7.9,"R | 88 min | Crime, Drama, Romance",[3-Iron](https://www.rottentomatoes.com/m/3_iron/),2004,87%
1072,[隐藏摄像机 Caché](https://movie.douban.com/subject/1438066/),2005.0,7.6,导演: 迈克尔·哈内克; 类型: 剧情; 地区: 法国/奥地利/德国/意大利/美国,[Crash](https://www.imdb.com/title/tt0375679/),2004,7.7,"R | 112 min | Crime, Drama, Thriller",[Crash](https://www.rottentomatoes.com/m/1144992-crash/),2005,74%
1073,"[生命国界 Va, vis et deviens](https://movie.douban.com/subject/1432700/)",2005.0,8.2,导演: 拉杜·米哈伊列亚努; 类型: 剧情; 地区: 法国/比利时/以色列/意大利,[Sideways](https://www.imdb.com/title/tt0375063/),2004,7.5,"R | 127 min | Comedy, Drama, Romance",[Sideways](https://www.rottentomatoes.com/m/sideways/),2004,97%
1074,[天堂此时 الجنّة الآن](https://movie.douban.com/subject/1419941/),2005.0,7.7,导演: 汉尼·阿布-阿萨德; 类型: 犯罪; 地区: 巴勒斯坦被占领区/法国/德国/荷兰/以色列,[Un long dimanche de fiançailles](https://www.imdb.com/title/tt0344510/),2004,7.6,"R | 133 min | Drama, Mystery, Romance",[A Very Long Engagement](https://www.rottentomatoes.com/m/a_very_long_engagement_2004/),2004,78%
1075,[断背山 Brokeback Mountain](https://movie.douban.com/subject/1418834/),2005.0,8.8,导演: 李安; 类型: 剧情; 地区: 美国/加拿大,[Tsotsi](https://www.imdb.com/title/tt0468565/),2005,7.2,"R | 95 min | Crime, Drama",[Tsotsi](https://www.rottentomatoes.com/m/tsotsi/),2005,82%
1076,[黑帮暴徒 Tsotsi](https://movie.douban.com/subject/1464907/),2005.0,7.3,导演: 加文·胡德; 类型: 犯罪; 地区: 英国/南非,[Brokeback Mountain](https://www.imdb.com/title/tt0388795/),2005,7.7,"(Banned) | 134 min | Drama, Romance",[Brokeback Mountain](https://www.rottentomatoes.com/m/brokeback_mountain/),2005,88%
1077,[不朽的园丁 The Constant Gardener](https://movie.douban.com/subject/1419856/),2005.0,7.9,导演: 费尔南多·梅里尔斯; 类型: 剧情; 地区: 英国/德国/美国/中国大陆,"[Va, vis et deviens](https://www.imdb.com/title/tt0388505/)",2005,7.8,140 min | Drama,[Live and Become](https://www.rottentomatoes.com/m/va-vis-et-deviens-live-and-become-go-see-and-become/),2005,88%
1078,[阳光小美女 Little Miss Sunshine](https://movie.douban.com/subject/1777612/),2006.0,8.3,导演: 乔纳森·戴顿; 类型: 剧情; 地区: 美国,[Paradise Now](https://www.imdb.com/title/tt0445620/),2005,7.4,"PG-13 | 91 min | Crime, Drama, Thriller",[Paradise Now](https://www.rottentomatoes.com/m/paradise_now/),2005,89%
1079,[致命魔术 The Prestige](https://movie.douban.com/subject/1780330/),2006.0,8.9,导演: 克里斯托弗·诺兰; 类型: 剧情; 地区: 英国/美国,[Caché](https://www.imdb.com/title/tt0387898/),2005,7.3,"R | 117 min | Drama, Mystery, Thriller",[Hidden](https://www.rottentomatoes.com/m/cache_2005/),2005,89%
1080,[窃听风暴 Das Leben der Anderen](https://movie.douban.com/subject/1900841/),2006.0,9.2,导演: 弗洛里安·亨克尔·冯·多纳斯马尔克; 类型: 剧情; 地区: 德国,[The Constant Gardener](https://www.imdb.com/title/tt0387131/),2005,7.4,"R | 129 min | Drama, Mystery, Romance",[The Constant Gardener](https://www.rottentomatoes.com/m/constant_gardener/),2005,83%
1081,[93航班 United 93](https://movie.douban.com/subject/1588945/),2006.0,7.9,导演: 保罗·格林格拉斯; 类型: 剧情; 地区: 美国/英国/法国,[Little Miss Sunshine](https://www.imdb.com/title/tt0449059/),2006,7.8,"R | 101 min | Comedy, Drama",[Pan's Labyrinth](https://www.rottentomatoes.com/m/pans_labyrinth/),2006,95%
1082,[人类之子 Children of Men](https://movie.douban.com/subject/1478064/),2006.0,7.6,导演: 阿方索·卡隆; 类型: 剧情; 地区: 美国/英国/日本,[Pan's Labyrinth](https://www.imdb.com/title/tt0457430/),2006,8.2,"R | 118 min | Drama, Fantasy, War",[The Lives of Others](https://www.rottentomatoes.com/m/the_lives_of_others/),2006,92%
1083,[潘神的迷宫 El laberinto del fauno](https://movie.douban.com/subject/1767042/),2006.0,7.9,导演: 吉尔莫·德尔·托罗; 类型: 剧情; 地区: 西班牙/墨西哥,[The Lives of Others](https://www.imdb.com/title/tt0405094/),2006,8.4,"R | 137 min | Drama, Mystery, Thriller",[Apocalypto](https://www.rottentomatoes.com/m/apocalypto/),2006,65%
1084,[末代独裁 The Last King of Scotland](https://movie.douban.com/subject/1900848/),2006.0,7.9,导演: 凯文·麦克唐纳; 类型: 剧情; 地区: 英国/德国,[The Departed](https://www.imdb.com/title/tt0407887/),2006,8.5,"(Banned) | 151 min | Crime, Drama, Thriller",[Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan](https://www.rottentomatoes.com/m/borat/),2006,90%
1085,[波拉特 Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan](https://movie.douban.com/subject/1870044/),2006.0,7.4,导演: 拉里·查尔斯; 类型: 喜剧; 地区: 美国/英国,[Apocalypto](https://www.imdb.com/title/tt0472043/),2006,7.8,"(Banned) | 139 min | Action, Adventure, Drama",[Once](https://www.rottentomatoes.com/m/once/),2007,97%
1086,[通天塔 Babel](https://movie.douban.com/subject/1498818/),2006.0,8.1,导演: 亚利桑德罗·冈萨雷斯·伊纳里多; 类型: 剧情; 地区: 法国/美国/墨西哥,[Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan](https://www.imdb.com/title/tt0443453/),2006,7.4,R | 84 min | Comedy,[The Queen](https://www.rottentomatoes.com/m/queen/),2006,90%
1087,[女王 The Queen](https://movie.douban.com/subject/1866264/),2006.0,7.7,导演: 斯蒂芬·弗雷斯; 类型: 传记; 地区: 英国/法国/意大利,[Once](https://www.imdb.com/title/tt0907657/),2007,7.8,"R | 86 min | Drama, Music, Romance",[The Host](https://www.rottentomatoes.com/m/the_host_2007/),2006,93%
1088,[启示 Apocalypto](https://movie.douban.com/subject/1450031/),2006.0,8.7,导演: 梅尔·吉布森; 类型: 动作; 地区: 美国,[The Queen](https://www.imdb.com/title/tt0436697/),2006,7.3,"PG-13 | 103 min | Biography, Drama",[The Prestige](https://www.rottentomatoes.com/m/prestige/),2006,76%
1089,[无间道风云 The Departed](https://movie.douban.com/subject/1315316/),2006.0,7.3,导演: 马丁·斯科塞斯; 类型: 剧情; 地区: 美国/中国香港,[Gwoemul](https://www.imdb.com/title/tt0468492/),2006,7.1,"R | 120 min | Drama, Horror, Sci-Fi",[Children of Men](https://www.rottentomatoes.com/m/children_of_men/),2006,92%
1090,[回归 Volver](https://movie.douban.com/subject/1689787/),2006.0,8.2,导演: 佩德罗·阿莫多瓦; 类型: 喜剧; 地区: 西班牙,[The Prestige](https://www.imdb.com/title/tt0482571/),2006,8.5,"PG-13 | 130 min | Drama, Mystery, Sci-Fi",[United 93](https://www.rottentomatoes.com/m/united_93/),2006,90%
1091,[汉江怪物 괴물](https://movie.douban.com/subject/1763134/),2006.0,7.6,导演: 奉俊昊; 类型: 剧情; 地区: 韩国,[Children of Men](https://www.imdb.com/title/tt0206634/),2006,7.9,"R | 109 min | Action, Drama, Sci-Fi",[The Last King of Scotland](https://www.rottentomatoes.com/m/last_king_of_scotland/),2006,87%
1092,[曾经 Once](https://movie.douban.com/subject/2053515/),2007.0,8.3,导演: 约翰·卡尼; 类型: 剧情; 地区: 爱尔兰,[United 93](https://www.imdb.com/title/tt0475276/),2006,7.6,"R | 111 min | Action, Drama, History",[Babel](https://www.rottentomatoes.com/m/babel/),2006,69%
1093,[潜水钟与蝴蝶 Le Scaphandre et le Papillon](https://movie.douban.com/subject/1865561/),2007.0,7.9,导演: 朱利安·施纳贝尔; 类型: 传记; 地区: 法国/美国,[The Last King of Scotland](https://www.imdb.com/title/tt0455590/),2006,7.6,"R | 123 min | Biography, Drama, History",[Volver](https://www.rottentomatoes.com/m/volver/),2006,91%
1094,[玫瑰人生 La Môme](https://movie.douban.com/subject/1898223/),2007.0,8.4,导演: 奥利维埃·达昂; 类型: 剧情; 地区: 法国/英国/捷克,[Babel](https://www.imdb.com/title/tt0449467/),2006,7.5,R | 143 min | Drama,[Little Miss Sunshine](https://www.rottentomatoes.com/m/little_miss_sunshine/),2006,91%
1095,[老无所依 No Country for Old Men](https://movie.douban.com/subject/1857099/),2007.0,8.3,导演: 伊桑·科恩; 类型: 犯罪; 地区: 美国,[Volver](https://www.imdb.com/title/tt0441909/),2006,7.6,"R | 121 min | Comedy, Drama",[The Departed](https://www.rottentomatoes.com/m/departed/),2006,90%
1096,[荒野生存 Into the Wild](https://movie.douban.com/subject/1905462/),2007.0,8.6,导演: 西恩·潘; 类型: 冒险; 地区: 美国,[Paranormal Activity](https://www.imdb.com/title/tt1179904/),2007,6.3,"R | 86 min | Horror, Mystery",[Paranormal Activity](https://www.rottentomatoes.com/m/paranormal_activity/),2007,83%
1097,[血色将至 There Will Be Blood](https://movie.douban.com/subject/1945780/),2007.0,8.4,导演: 保罗·托马斯·安德森; 类型: 剧情; 地区: 美国,[No Country for Old Men](https://www.imdb.com/title/tt0477348/),2007,8.2,"R | 122 min | Crime, Drama, Thriller",[There Will Be Blood](https://www.rottentomatoes.com/m/there_will_be_blood/),2007,91%
1098,[赎罪 Atonement](https://movie.douban.com/subject/1950148/),2007.0,8.5,导演: 乔·赖特; 类型: 剧情; 地区: 英国/法国,[Le scaphandre et le papillon](https://www.imdb.com/title/tt0401383/),2007,8,"PG-13 | 112 min | Biography, Drama",[La Vie En Rose](https://www.rottentomatoes.com/m/stalags/),2007,50%
1099,[谍影重重3 The Bourne Ultimatum](https://movie.douban.com/subject/1578507/),2007.0,8.8,导演: 保罗·格林格拉斯; 类型: 动作; 地区: 美国/德国/法国/英国,[There Will Be Blood](https://www.imdb.com/title/tt0469494/),2007,8.2,R | 158 min | Drama,[Into the Wild](https://www.rottentomatoes.com/m/into_the_wild/),2007,83%
1100,[灵动：鬼影实录 Paranormal Activity](https://movie.douban.com/subject/3011550/),2007.0,6.5,导演: 奥伦·佩利; 类型: 悬疑; 地区: 美国,[La Vie En Rose](https://www.imdb.com/title/tt0450188/),2007,7.6,"PG-13 | 140 min | Biography, Drama, Music",[Atonement](https://www.rottentomatoes.com/m/atonement/),2007,83%
1101,[冲浪野趣 Surfwise](https://movie.douban.com/subject/3010600/),2007.0,,导演: Doug Pray; 类型: 纪录片; 地区: 美国,[Into the Wild](https://www.imdb.com/title/tt0758758/),2007,8.1,"R | 148 min | Adventure, Biography, Drama",[Surfwise](https://www.rottentomatoes.com/m/surfwise/),2007,98%
1102,[机器人总动员 WALL·E](https://movie.douban.com/subject/2131459/),2008.0,9.3,导演: 安德鲁·斯坦顿; 类型: 科幻; 地区: 美国,[Atonement](https://www.imdb.com/title/tt0783233/),2007,7.8,"R | 123 min | Drama, Mystery, Romance",[The Bourne Ultimatum](https://www.rottentomatoes.com/m/bourne_ultimatum/),2007,92%
1103,,0.0,,,[Surfwise](https://www.imdb.com/title/tt0479547/),2007,7.1,"R | 93 min | Documentary, Sport",[No Country for Old Men](https://www.rottentomatoes.com/m/no_country_for_old_men/),2007,93%
1104,[蝙蝠侠：黑暗骑士 The Dark Knight](https://movie.douban.com/subject/1851857/),2008.0,9.2,导演: 克里斯托弗·诺兰; 类型: 剧情; 地区: 美国/英国,[The Bourne Ultimatum](https://www.imdb.com/title/tt0440963/),2007,8,"PG-13 | 115 min | Action, Mystery, Thriller",[The Diving Bell and the Butterfly](https://www.rottentomatoes.com/m/the_diving_bell_and_the_butterfly_2007/),2007,94%
1105,[摔角王 The Wrestler](https://movie.douban.com/subject/3007826/),2008.0,8.3,导演: 达伦·阿伦诺夫斯基; 类型: 剧情; 地区: 美国/法国,[Gomorra](https://www.imdb.com/title/tt0929425/),2008,7,"137 min | Crime, Drama",[The Hurt Locker](https://www.rottentomatoes.com/m/hurt_locker/),2008,97%
1106,[本杰明·巴顿奇事 The Curious Case of Benjamin Button](https://movie.douban.com/subject/1485260/),2008.0,9.0,导演: 大卫·芬奇; 类型: 剧情; 地区: 美国,[The Hurt Locker](https://www.imdb.com/title/tt0887912/),2008,7.5,"R | 131 min | Drama, Thriller, War",[Slumdog Millionaire](https://www.rottentomatoes.com/m/slumdog_millionaire/),2008,91%
1107,[格莫拉 Gomorra](https://movie.douban.com/subject/3040438/),2008.0,7.4,导演: 马提欧·加洛尼; 类型: 剧情; 地区: 意大利,[Slumdog Millionaire](https://www.imdb.com/title/tt1010048/),2008,8,"R | 120 min | Crime, Drama, Romance",[The Dark Knight](https://www.rottentomatoes.com/m/the_dark_knight/),2008,94%
1108,[墙壁之间 Entre les murs](https://movie.douban.com/subject/2170919/),2008.0,7.7,导演: 劳伦·冈泰; 类型: 剧情; 地区: 法国,[The Dark Knight](https://www.imdb.com/title/tt0468569/),2008,9,"PG-13 | 152 min | Action, Crime, Drama",[Let the Right One in](https://www.rottentomatoes.com/m/let_the_right_one_in/),2008,98%
1109,[贫民窟的百万富翁 Slumdog Millionaire](https://movie.douban.com/subject/2209573/),2008.0,8.6,导演: 丹尼·博伊尔; 类型: 剧情; 地区: 英国,[Låt den rätte komma in](https://www.imdb.com/title/tt1139797/),2008,7.8,"R | 114 min | Drama, Fantasy, Horror",[WALL·E](https://www.rottentomatoes.com/m/wall_e/),2008,95%
1110,[生人勿进 Låt den rätte komma in](https://movie.douban.com/subject/2968813/),2008.0,7.6,导演: 托马斯·阿尔弗莱德森; 类型: 剧情; 地区: 瑞典,[WALL·E](https://www.imdb.com/title/tt0910970/),2008,8.4,"98 min | Animation, Adventure, Family","[The Good, the Bad, the Weird](https://www.rottentomatoes.com/m/good_the_bad_and_the_weird/)",2008,82%
1111,[拆弹部队 The Hurt Locker](https://movie.douban.com/subject/2028645/),2008.0,7.8,导演: 凯瑟琳·毕格罗; 类型: 剧情; 地区: 美国,[Joheunnom nabbeunnom isanghannom](https://www.imdb.com/title/tt0901487/),2008,7.2,"R | 139 min | Action, Adventure, Comedy",[The Wrestler](https://www.rottentomatoes.com/m/the_wrestler/),2008,98%
1112,[金属精神 Anvil! The Story of Anvil](https://movie.douban.com/subject/3380831/),2008.0,9.0,导演: 萨沙·杰瓦西; 类型: 纪录片; 地区: 加拿大,[The Wrestler](https://www.imdb.com/title/tt1125849/),2008,7.9,"R | 109 min | Drama, Sport",[The Curious Case of Benjamin Button](https://www.rottentomatoes.com/m/curious_case_of_benjamin_button/),2008,71%
1113,[成长教育 An Education](https://movie.douban.com/subject/3011093/),2009.0,7.7,导演: 罗勒·莎菲; 类型: 剧情; 地区: 美国/英国,[The Curious Case of Benjamin Button](https://www.imdb.com/title/tt0421715/),2008,7.8,"PG-13 | 166 min | Drama, Fantasy, Romance",[The Class](https://www.rottentomatoes.com/m/the_class/),2008,95%
1114,[珍爱 Precious](https://movie.douban.com/subject/3011072/),2009.0,8.1,导演: 李·丹尼尔斯; 类型: 剧情; 地区: 美国,[Entre les murs](https://www.imdb.com/title/tt1068646/),2008,7.5,PG-13 | 128 min | Drama,[Anvil! the Story of Anvil](https://www.rottentomatoes.com/m/anvil_the_story_of_anvil/),2008,98%
1115,[阿凡达 Avatar](https://movie.douban.com/subject/1652587/),2009.0,8.8,导演: 詹姆斯·卡梅隆; 类型: 动作; 地区: 美国,[Anvil: The Story of Anvil](https://www.imdb.com/title/tt1157605/),2008,7.9,"80 min | Documentary, Biography, Drama",[Gomorrah](https://www.rottentomatoes.com/m/gomorrah/),2008,91%
1116,[宿醉 The Hangover](https://movie.douban.com/subject/3233761/),2009.0,7.7,导演: 托德·菲利普斯; 类型: 喜剧; 地区: 美国,[District 9](https://www.imdb.com/title/tt1136608/),2009,7.9,"R | 112 min | Action, Sci-Fi, Thriller",[District 9](https://www.rottentomatoes.com/m/district_9/),2009,90%
1117,[无耻混蛋 Inglourious Basterds](https://movie.douban.com/subject/1438652/),2009.0,8.7,导演: 昆汀·塔伦蒂诺; 类型: 剧情; 地区: 德国/美国,[Inglourious Basterds](https://www.imdb.com/title/tt0361748/),2009,8.4,"R | 153 min | Adventure, Drama, War",[Avatar](https://www.rottentomatoes.com/m/avatar/),2009,82%
1118,[白丝带 Das weiße Band – Eine deutsche Kindergeschichte](https://movie.douban.com/subject/2464346/),2009.0,8.2,导演: 迈克尔·哈内克; 类型: 剧情; 地区: 德国/奥地利/法国/意大利,[Avatar](https://www.imdb.com/title/tt0499549/),2009,7.9,"PG-13 | 162 min | Action, Adventure, Fantasy",[An Education](https://www.rottentomatoes.com/m/an_education/),2009,93%
1119,[鱼缸 Fish Tank](https://movie.douban.com/subject/3073875/),2009.0,7.5,导演: 安德里亚·阿诺德; 类型: 剧情; 地区: 英国/荷兰,[Das weiße Band - Eine deutsche Kindergeschichte](https://www.imdb.com/title/tt1149362/),2009,7.8,"R | 144 min | Drama, Mystery, Thriller",[Precious](https://www.rottentomatoes.com/m/precious/),2009,92%
1120,[第九区 District 9](https://movie.douban.com/subject/3006772/),2009.0,8.3,导演: 尼尔·布洛姆坎普; 类型: 动作; 地区: 美国/新西兰/加拿大/南非,[An Education](https://www.imdb.com/title/tt1174732/),2009,7.3,PG-13 | 100 min | Drama,[The Hangover](https://www.rottentomatoes.com/m/10010667-hangover/),2009,79%
1121,[灵通人士 In the Loop](https://movie.douban.com/subject/3073079/),2009.0,7.5,导演: 阿尔曼多·伊安努奇; 类型: 喜剧; 地区: 英国,[Precious](https://www.imdb.com/title/tt0929632/),2009,7.3,R | 110 min | Drama,[In the Loop](https://www.rottentomatoes.com/m/in_the_loop/),2009,94%
1122,[怪兽 Monsters](https://movie.douban.com/subject/3871833/),2010.0,6.0,导演: 加里斯·爱德华斯; 类型: 剧情; 地区: 英国,[The Hangover](https://www.imdb.com/title/tt1119646/),2009,7.7,R | 100 min | Comedy,[Fish Tank](https://www.rottentomatoes.com/m/fish_tank/),2009,91%
