Index,Y2024 排名,豆瓣,IMDb,TSPDT-ID,Title 电影,Director 导演,Year 年份,Region 地区,Genre 类型,Length 片长,Colour 色彩
835,836,[巴黎公社 La commune (Paris 1871)-彼得·沃特金](https://movie.douban.com/subject/1909533/),[https://www.imdb.com/title/tt0257497/](https://www.imdb.com/title/https://www.imdb.com/title/tt0257497//),23095,"Commune (Paris, 1871), La",Peter Watkins,2000,France,Drama-History-War,345,BW
836,837,[玛格丽特 Margaret-肯尼思·洛纳根](https://movie.douban.com/subject/1928196/),[https://www.imdb.com/title/tt0466893/](https://www.imdb.com/title/https://www.imdb.com/title/tt0466893//),31784,Margaret,Kenneth Lonergan,2011,USA,Drama,150,Col
837,838,[他人之子 Le fils-让-皮埃尔·达内 / 吕克·达内](https://movie.douban.com/subject/1305337/),[https://www.imdb.com/title/tt0291172/](https://www.imdb.com/title/https://www.imdb.com/title/tt0291172//),21084,"Son, The",Jean-Pierre Dardenne & Luc Dardenne,2002,Belgium-France,Drama,103,Col
838,839,[女人的烦恼 Female Trouble-约翰·沃特斯](https://movie.douban.com/subject/1304866/),[https://www.imdb.com/title/tt0072979/](https://www.imdb.com/title/https://www.imdb.com/title/tt0072979//),18587,Female Trouble,John Waters,1974,USA,Crime-Comedy,98,Col
839,840,[希特勒：一部德国的电影 Hitler - ein Film aus Deutschland-汉斯-于尔根·西贝尔伯格](https://movie.douban.com/subject/1855658/),[https://www.imdb.com/title/tt0076147/](https://www.imdb.com/title/https://www.imdb.com/title/tt0076147//),13538,Hitler: A Film from Germany,Hans-Jürgen Syberberg,1977,West Germany-France-UK,Biography-Drama-History,442,Col
840,841,[歼匪喋血战 White Heat-拉乌尔·沃尔什](https://movie.douban.com/subject/1301216/),[https://www.imdb.com/title/tt0042041/](https://www.imdb.com/title/https://www.imdb.com/title/tt0042041//),4626,White Heat,Raoul Walsh,1949,USA,Crime-Action-Drama,114,BW
841,842,[太空先锋 The Right Stuff-菲利普·考夫曼](https://movie.douban.com/subject/1293371/),[https://www.imdb.com/title/tt0086197/](https://www.imdb.com/title/https://www.imdb.com/title/tt0086197//),14340,"Right Stuff, The",Philip Kaufman,1983,USA,Drama-Biography-Adventure,193,Col
842,843,[疤面煞星 Scarface-布莱恩·德·帕尔玛](https://movie.douban.com/subject/1292065/),[https://www.imdb.com/title/tt0086250/](https://www.imdb.com/title/https://www.imdb.com/title/tt0086250//),14347,Scarface,Brian De Palma,1983,USA,Crime-Drama,170,Col
843,844,[菲律宾浴血战 They Were Expendable-约翰·福特 / 罗伯特·蒙哥马利](https://movie.douban.com/subject/1298789/),[https://www.imdb.com/title/tt0038160/](https://www.imdb.com/title/https://www.imdb.com/title/tt0038160//),3553,They Were Expendable,John Ford,1945,USA,War-Drama,135,BW
844,845,[好莱坞往事 Once Upon a Time... in Hollywood-昆汀·塔伦蒂诺](https://movie.douban.com/subject/27087724/),[https://www.imdb.com/title/tt7131622/](https://www.imdb.com/title/https://www.imdb.com/title/tt7131622//),45098,Once Upon a Time... in Hollywood,Quentin Tarantino,2019,USA-UK-China,Comedy-Drama,161,Col-BW
845,846,[西西里岛 Sicilia!-达尼埃尔·于伊耶 / 让-马里·斯特劳布](https://movie.douban.com/subject/1303446/),[https://www.imdb.com/title/tt0200135/](https://www.imdb.com/title/https://www.imdb.com/title/tt0200135//),22672,Sicilia!,Jean-Marie Straub & Danièle Huillet,1999,Italy-France-Germany,Drama,66,BW
846,847,[我在伊朗长大 Persepolis-文森特·帕兰德 / 玛嘉·莎塔琵](https://movie.douban.com/subject/1962116/),[https://www.imdb.com/title/tt0808417/](https://www.imdb.com/title/https://www.imdb.com/title/tt0808417//),25850,Persepolis,Vincent Paronnaud & Marjane Satrapi,2007,France-USA,Animated-Biography-Drama,96,Col-BW
847,848,[灰熊人 Grizzly Man-沃纳·赫尔佐格](https://movie.douban.com/subject/1422951/),[https://www.imdb.com/title/tt0427312/](https://www.imdb.com/title/https://www.imdb.com/title/tt0427312//),23142,Grizzly Man,Werner Herzog,2005,USA,Documentary,103,Col
848,849,[我的小情人 Mes petites amoureuses-让·厄斯塔什](https://movie.douban.com/subject/1547099/),[https://www.imdb.com/title/tt0071833/](https://www.imdb.com/title/https://www.imdb.com/title/tt0071833//),22045,My Little Loves,Jean Eustache,1974,France,Drama,123,Col
849,850,"[太早，太迟 Trop tôt, trop tard-达尼埃尔·于伊耶 / 让-马里·斯特劳布](https://movie.douban.com/subject/3012451/)",[https://www.imdb.com/title/tt0083230/](https://www.imdb.com/title/https://www.imdb.com/title/tt0083230//),21016,"Too Early, Too Late",Jean-Marie Straub & Danièle Huillet,1981,France-Egypt,Documentary,100,Col-BW
850,851,[羞耻 Skammen-英格玛·伯格曼](https://movie.douban.com/subject/1293677/),[https://www.imdb.com/title/tt0063611/](https://www.imdb.com/title/https://www.imdb.com/title/tt0063611//),10392,Shame,Ingmar Bergman,1968,Sweden,War-Drama,103,BW
851,852,[无耻混蛋 Inglourious Basterds-昆汀·塔伦蒂诺](https://movie.douban.com/subject/1438652/),[https://www.imdb.com/title/tt0361748/](https://www.imdb.com/title/https://www.imdb.com/title/tt0361748//),28222,Inglourious Basterds,Quentin Tarantino,2009,USA-Germany,Action-Drama-War,153,Col
852,853,[铁皮鼓 Die Blechtrommel-沃尔克·施隆多夫](https://movie.douban.com/subject/1292207/),[https://www.imdb.com/title/tt0078875/](https://www.imdb.com/title/https://www.imdb.com/title/tt0078875//),13296,"Tin Drum, The",Volker Schlöndorff,1979,West Germany-France-Poland-Yugoslavia,War-Drama,142,Col
853,854,[天外魔花 Invasion of the Body Snatchers-唐·希格尔](https://movie.douban.com/subject/1296030/),[https://www.imdb.com/title/tt0049366/](https://www.imdb.com/title/https://www.imdb.com/title/tt0049366//),6748,Invasion of the Body Snatchers,Don Siegel,1956,USA,Science Fiction-Horror,80,BW
854,855,[间谍 Spione-弗里茨·朗](https://movie.douban.com/subject/1766084/),[https://www.imdb.com/title/tt0019415/](https://www.imdb.com/title/https://www.imdb.com/title/tt0019415//),1457,Spione,Fritz Lang,1928,Germany,Spy-Thriller,90,BW
855,856,[惊爆点 Point Break-凯瑟琳·毕格罗](https://movie.douban.com/subject/1301161/),[https://www.imdb.com/title/tt0102685/](https://www.imdb.com/title/https://www.imdb.com/title/tt0102685//),17906,Point Break,Kathryn Bigelow,1991,USA-Japan,Thriller-Action-Crime,122,Col
856,857,[长夜绵绵 Toute une nuit-香特尔·阿克曼](https://movie.douban.com/subject/3442923/),[https://www.imdb.com/title/tt0084808/](https://www.imdb.com/title/https://www.imdb.com/title/tt0084808//),20497,Toute une nuit,Chantal Akerman,1982,Belgium-France-Netherlands-Canada,Drama,90,Col
857,858,[蒂凡尼的早餐 Breakfast at Tiffany's-布莱克·爱德华兹](https://movie.douban.com/subject/1325958/),[https://www.imdb.com/title/tt0054698/](https://www.imdb.com/title/https://www.imdb.com/title/tt0054698//),8355,Breakfast at Tiffany's,Blake Edwards,1961,USA,Romance-Drama-Comedy,115,Col
858,859,[上海快车 Shanghai Express-约瑟夫·冯·斯登堡](https://movie.douban.com/subject/1293996/),[https://www.imdb.com/title/tt0023458/](https://www.imdb.com/title/https://www.imdb.com/title/tt0023458//),1363,Shanghai Express,Josef von Sternberg,1932,USA,Drama-Adventure,82,BW
859,860, ,[https://www.imdb.com/title/tt0290673/](https://www.imdb.com/title/https://www.imdb.com/title/tt0290673//),21079,Irréversible,Gaspar Noé,2002,France,Crime-Drama-Horror,97,Col
860,861,[星河战队 Starship Troopers-保罗·范霍文](https://movie.douban.com/subject/1295384/),[https://www.imdb.com/title/tt0120201/](https://www.imdb.com/title/https://www.imdb.com/title/tt0120201//),18760,Starship Troopers,Paul Verhoeven,1997,USA,Science Fiction-Action-Adventure,129,Col
861,862,[爱情是狗娘 Amores perros-亚利桑德罗·冈萨雷斯·伊纳里多](https://movie.douban.com/subject/1292216/),[https://www.imdb.com/title/tt0245712/](https://www.imdb.com/title/https://www.imdb.com/title/tt0245712//),20259,Amores perros,Alejandro González Iñárritu,2000,Mexico,Drama,153,Col
862,863,[衰弱症 Астенический синдром-琪拉·穆拉托娃 Kira Muratova](https://movie.douban.com/subject/1901908/),[https://www.imdb.com/title/tt0096841/](https://www.imdb.com/title/https://www.imdb.com/title/tt0096841//),21652,"Asthenic Syndrome, The",Kira Muratova,1989,USSR,Drama,153,Col-BW
863,864,[我们如此相爱 C'eravamo tanto amati-埃托尔·斯科拉](https://movie.douban.com/subject/1306049/),[https://www.imdb.com/title/tt0075793/](https://www.imdb.com/title/https://www.imdb.com/title/tt0075793//),12114,We All Loved Each Other So Much,Ettore Scola,1974,Italy,Comedy-Drama,124,Col-BW
864,865,[流浪者之歌 Дом за вешање-埃米尔·库斯图里卡](https://movie.douban.com/subject/1303525/),[https://www.imdb.com/title/tt0097223/](https://www.imdb.com/title/https://www.imdb.com/title/tt0097223//),16356,Time of the Gypsies,Emir Kusturica,1988,Yugoslavia-Italy-UK,Drama-Comedy-Crime,142,Col
865,866,[阿黛尔的生活 La Vie d'Adèle-阿布戴·柯西胥](https://movie.douban.com/subject/10535568/),[https://www.imdb.com/title/tt2278871/](https://www.imdb.com/title/https://www.imdb.com/title/tt2278871//),34738,Blue is the Warmest Colour,Abdellatif Kechiche,2013,France-Belgium-Spain,Drama-Romance,179,Col
866,867,[独领风骚 Clueless-艾米·海克林](https://movie.douban.com/subject/1295295/),[https://www.imdb.com/title/tt0112697/](https://www.imdb.com/title/https://www.imdb.com/title/tt0112697//),17008,Clueless,Amy Heckerling,1995,USA,Comedy,97,Col
867,868,[边缘 Окраина-鲍里斯·巴尔涅特](https://movie.douban.com/subject/2368635/),[https://www.imdb.com/title/tt0024402/](https://www.imdb.com/title/https://www.imdb.com/title/tt0024402//),18711,Outskirts,Boris Barnet,1933,USSR,War-Drama,98,BW
868,869,[天使 Angel-恩斯特·刘别谦](https://movie.douban.com/subject/1297042/),[https://www.imdb.com/title/tt0028575/](https://www.imdb.com/title/https://www.imdb.com/title/tt0028575//),47,Angel,Ernst Lubitsch,1937,USA,Drama-Comedy-Romance,91,BW
869,870,[罗宾汉历险记 The Adventures of Robin Hood-迈克尔·柯蒂兹 / 威廉·凯利](https://movie.douban.com/subject/1300570/),[https://www.imdb.com/title/tt0029843/](https://www.imdb.com/title/https://www.imdb.com/title/tt0029843//),16,"Adventures of Robin Hood, The",Michael Curtiz & William Keighley,1938,USA,Adventure,102,Col
870,871,[未知者 The Unknown-托德·布朗宁](https://movie.douban.com/subject/1484012/),[https://www.imdb.com/title/tt0018528/](https://www.imdb.com/title/https://www.imdb.com/title/tt0018528//),20582,"Unknown, The",Tod Browning,1927,USA,Drama-Horror-Romance,63,BW
871,872,[红高粱-张艺谋](https://movie.douban.com/subject/1306505/),[https://www.imdb.com/title/tt0093206/](https://www.imdb.com/title/https://www.imdb.com/title/tt0093206//),15615,Red Sorghum,Zhang Yimou,1987,China,Drama,91,Col
872,873,[麦基与尼基 Mikey and Nicky-伊莲·梅](https://movie.douban.com/subject/1855308/),[https://www.imdb.com/title/tt0074901/](https://www.imdb.com/title/https://www.imdb.com/title/tt0074901//),12498,Mikey and Nicky,Elaine May,1976,USA,Drama-Crime,106,Col
873,874,[女煞葛洛莉 Gloria-约翰·卡萨维蒂](https://movie.douban.com/subject/1293439/),[https://www.imdb.com/title/tt0080798/](https://www.imdb.com/title/https://www.imdb.com/title/tt0080798//),13427,Gloria,John Cassavetes,1980,USA,Drama-Crime,121,Col
874,875,[巨蟒与圣杯 Monty Python and the Holy Grail-特瑞·吉列姆 / 特瑞·琼斯](https://movie.douban.com/subject/1294917/),[https://www.imdb.com/title/tt0071853/](https://www.imdb.com/title/https://www.imdb.com/title/tt0071853//),12261,Monty Python and the Holy Grail,Terry Gilliam & Terry Jones,1975,UK,History-Comedy,90,Col
875,876,[下班后 After Hours-马丁·斯科塞斯](https://movie.douban.com/subject/1303531/),[https://www.imdb.com/title/tt0088680/](https://www.imdb.com/title/https://www.imdb.com/title/tt0088680//),14713,After Hours,Martin Scorsese,1985,USA,Comedy,97,Col
876,877,[摩根河的奇迹 The Miracle of Morgan's Creek-普莱斯顿·斯特奇斯](https://movie.douban.com/subject/1303419/),[https://www.imdb.com/title/tt0037077/](https://www.imdb.com/title/https://www.imdb.com/title/tt0037077//),3248,"Miracle of Morgan's Creek, The",Preston Sturges,1944,USA,Comedy,99,BW
877,878,[乱点鸳鸯谱 The Misfits-约翰·休斯顿](https://movie.douban.com/subject/1300116/),[https://www.imdb.com/title/tt0055184/](https://www.imdb.com/title/https://www.imdb.com/title/tt0055184//),8473,"Misfits, The",John Huston,1961,USA,Western-Romance-Drama,124,BW
878,879,[大逃亡 The Great Escape-约翰·斯特奇斯](https://movie.douban.com/subject/1294947/),[https://www.imdb.com/title/tt0057115/](https://www.imdb.com/title/https://www.imdb.com/title/tt0057115//),8963,"Great Escape, The",John Sturges,1963,USA,War-Prison-Adventure,172,Col
879,880,[疯狂的爱情 L'amour fou-雅克·里维特](https://movie.douban.com/subject/1477848/),[https://www.imdb.com/title/tt0062663/](https://www.imdb.com/title/https://www.imdb.com/title/tt0062663//),10310,"Amour fou, L'",Jacques Rivette,1968,France,Drama,252,BW
880,881,[秘境里斯本 Mistérios de Lisboa-劳尔·鲁伊斯](https://movie.douban.com/subject/3082472/),[https://www.imdb.com/title/tt1236371/](https://www.imdb.com/title/https://www.imdb.com/title/tt1236371//),30907,Mysteries of Lisbon,Raúl Ruiz,2010,Portugal-France,Drama-Mystery,272,Col
881,882,[梦 夢-黑泽明](https://movie.douban.com/subject/1299112/),[https://www.imdb.com/title/tt0100998/](https://www.imdb.com/title/https://www.imdb.com/title/tt0100998//),16398,Akira Kurosawa's Dreams,Akira Kurosawa,1990,Japan-USA,Drama-Fantasy,119,Col
882,883, ,[https://www.imdb.com/title/tt0374546/](https://www.imdb.com/title/https://www.imdb.com/title/tt0374546//),22071,"Spring, Summer, Autumn, Winter… and Spring",Kim Ki-duk,2003,South Korea-Germany,Drama-Romance,103,Col
883,884,[非洲女王号 The African Queen-约翰·休斯顿](https://movie.douban.com/subject/1418997/),[https://www.imdb.com/title/tt0043265/](https://www.imdb.com/title/https://www.imdb.com/title/tt0043265//),4938,"African Queen, The",John Huston,1951,USA,Romance-Adventure,105,Col
884,885,[四季 Времена года-阿尔塔瓦斯德·佩莱希扬](https://movie.douban.com/subject/2268557/),[https://www.imdb.com/title/tt0298597/](https://www.imdb.com/title/https://www.imdb.com/title/tt0298597//),28158,"Seasons, The",Artavazd Peleshian,1975,USSR,Documentary-Short,29,BW
885,886,[木乃伊之夜 المومياء-沙迪·阿卜杜勒·萨拉姆](https://movie.douban.com/subject/3621245/),[https://www.imdb.com/title/tt0064703/](https://www.imdb.com/title/https://www.imdb.com/title/tt0064703//),18707,"Night of Counting the Years, The",Shadi Abdel Salam,1969,Egypt,Drama,102,Col
886,887,[克莱尔的膝盖 Le genou de Claire-埃里克·侯麦](https://movie.douban.com/subject/1294915/),[https://www.imdb.com/title/tt0065772/](https://www.imdb.com/title/https://www.imdb.com/title/tt0065772//),11208,Claire's Knee,Eric Rohmer,1970,France,Romance-Drama-Comedy,105,Col
887,888,[朱丽叶与魔鬼 Giulietta degli spiriti-费德里科·费里尼](https://movie.douban.com/subject/1299485/),[https://www.imdb.com/title/tt0059229/](https://www.imdb.com/title/https://www.imdb.com/title/tt0059229//),9255,Juliet of the Spirits,Federico Fellini,1965,Italy,Fantasy-Drama,148,Col
888,889,[拯救大兵瑞恩 Saving Private Ryan-史蒂文·斯皮尔伯格](https://movie.douban.com/subject/1292849/),[https://www.imdb.com/title/tt0120815/](https://www.imdb.com/title/https://www.imdb.com/title/tt0120815//),19150,Saving Private Ryan,Steven Spielberg,1998,USA,War-Drama-Action,169,Col
889,890,[隔墙花 La femme d'à côté-弗朗索瓦·特吕弗](https://movie.douban.com/subject/1296563/),[https://www.imdb.com/title/tt0082370/](https://www.imdb.com/title/https://www.imdb.com/title/tt0082370//),13903,"Woman Next Door, The",François Truffaut,1981,France,Romance-Drama,106,Col
890,891,[礼物 It's a Gift-诺曼·Z·麦克劳德](https://movie.douban.com/subject/1303412/),[https://www.imdb.com/title/tt0025318/](https://www.imdb.com/title/https://www.imdb.com/title/tt0025318//),745,It's a Gift,Norman Z. McLeod,1934,USA,Comedy,73,BW
891,892,[故乡 Heimat - Eine Chronik in elf Teilen-爱德嘉·莱兹](https://movie.douban.com/subject/1427359/),[https://www.imdb.com/title/tt0087400/](https://www.imdb.com/title/https://www.imdb.com/title/tt0087400//),14536,Heimat [TV],Edgar Reitz,1984,West Germany,Drama-History-War,924,Col-BW
892,893,[史楚锡流浪记 Stroszek-沃纳·赫尔佐格](https://movie.douban.com/subject/1306027/),[https://www.imdb.com/title/tt0075276/](https://www.imdb.com/title/https://www.imdb.com/title/tt0075276//),12783,Stroszek,Werner Herzog,1977,West Germany,Drama-Comedy,115,Col
893,894,[艳舞女郎 Showgirls-保罗·范霍文](https://movie.douban.com/subject/1297320/),[https://www.imdb.com/title/tt0114436/](https://www.imdb.com/title/https://www.imdb.com/title/tt0114436//),18100,Showgirls,Paul Verhoeven,1995,USA-France,Drama,128,Col
894,895,[血溅十三号警署 Assault on Precinct 13-约翰·卡朋特](https://movie.douban.com/subject/1292669/),[https://www.imdb.com/title/tt0074156/](https://www.imdb.com/title/https://www.imdb.com/title/tt0074156//),12358,Assault on Precinct 13,John Carpenter,1976,USA,Action,90,Col
895,896, ,[https://www.imdb.com/title/tt0109759/](https://www.imdb.com/title/https://www.imdb.com/title/tt0109759//),17192,Exotica,Atom Egoyan,1994,Canada,Drama,104,Col
896,897,[亲爱的日记 Caro diario-南尼·莫莱蒂](https://movie.douban.com/subject/1303466/),[https://www.imdb.com/title/tt0109382/](https://www.imdb.com/title/https://www.imdb.com/title/tt0109382//),16751,Caro diario,Nanni Moretti,1993,Italy-France,Comedy,100,Col
897,898,[灵欲春宵 Who's Afraid of Virginia Woolf?-迈克·尼科尔斯](https://movie.douban.com/subject/1295137/),[https://www.imdb.com/title/tt0061184/](https://www.imdb.com/title/https://www.imdb.com/title/tt0061184//),9908,Who's Afraid of Virginia Woolf?,Mike Nichols,1966,USA,Drama,129,BW
898,899,[空前绝后满天飞 Airplane!-大卫·扎克 / 杰瑞·扎克 / 吉姆·艾布拉姆斯](https://movie.douban.com/subject/1292785/),[https://www.imdb.com/title/tt0080339/](https://www.imdb.com/title/https://www.imdb.com/title/tt0080339//),13323,Airplane!,Jim/David Zucker/Jerry Zucker Abrahams,1980,USA,Comedy,86,Col
899,900,[幽灵马车 Körkarlen-维克多·斯约斯特洛姆](https://movie.douban.com/subject/1465471/),[https://www.imdb.com/title/tt0012364/](https://www.imdb.com/title/https://www.imdb.com/title/tt0012364//),18713,"Phantom Carriage, The",Victor Sjöström,1921,Sweden,Fantasy-Drama-Horror,107,BW
900,901,[小早川家之秋 小早川家の秋-小津安二郎](https://movie.douban.com/subject/1306069/),[https://www.imdb.com/title/tt0055052/](https://www.imdb.com/title/https://www.imdb.com/title/tt0055052//),18667,"End of Summer, The",Yasujiro Ozu,1961,Japan,Drama,103,Col
901,902,[扎布里斯基角 Zabriskie Point-米开朗基罗·安东尼奥尼](https://movie.douban.com/subject/1293623/),[https://www.imdb.com/title/tt0066601/](https://www.imdb.com/title/https://www.imdb.com/title/tt0066601//),11005,Zabriskie Point,Michelangelo Antonioni,1970,USA,Drama,112,Col
902,903,[夜深血红 Profondo rosso-达里奥·阿基多](https://movie.douban.com/subject/1299898/),[https://www.imdb.com/title/tt0073582/](https://www.imdb.com/title/https://www.imdb.com/title/tt0073582//),12173,Deep Red,Dario Argento,1975,Italy,Thriller-Horror-Mystery,98,Col
903,904,[河流-蔡明亮](https://movie.douban.com/subject/1303456/),[https://www.imdb.com/title/tt0119263/](https://www.imdb.com/title/https://www.imdb.com/title/tt0119263//),18894,"River, The",Tsai Ming-liang,1997,Taiwan,Drama,115,Col
904,905,"[红军与白军 Csillagosok, katonák-米克洛什·扬索](https://movie.douban.com/subject/1301261/)",[https://www.imdb.com/title/tt0061537/](https://www.imdb.com/title/https://www.imdb.com/title/tt0061537//),18625,"Red and the White, The",Miklós Jancsó,1967,Hungary-USSR,War-Drama,90,BW
905,906,[沙漠中的西蒙 Simón del desierto-路易斯·布努埃尔](https://movie.douban.com/subject/1302911/),[https://www.imdb.com/title/tt0059719/](https://www.imdb.com/title/https://www.imdb.com/title/tt0059719//),9558,Simon of the Desert,Luis Buñuel,1965,Mexico,Short-Drama-Comedy,43,BW
